ID;dsc_item;melhor_classif;match_score;Quant. Carct. DSC;Quant. Carct. Classif;Diferença
759;ponto de agua fria embutido incluindo tubo de pvc rigido roscavel e conexo; equipamentos de ar concicionado aquecimento e pressurizacaode aeronav;47;74;70;4
819;rodo para agua com cabo de madeira tamanho medio borracha dupla  rodo para agua com cabo de madeira tamanho medio borracha dupl; servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr;47;127;105;22
834;sensor de temperatura de agua caminhao iveco 170e22  6 cilindro sensor de temperatura de agua caminhao iveco 170e22  6 cilindr; haste lateral sistema de pre  aquecimento  de  cilindro de motor a gasolin;47;126;75;51
837;ser med manip acido acetico 3%  agua destilada qsp 100 ml fr  com 100ml; veiculo manipulacao e transporte de  carga explosiva  controle remoto  robo ;47;71;77;-6
899;tempera guache 250 ml cada unidade soluvel em agua nao toxica com selo de seguranca do inmetro na cor branc; maquinas para fundicao equipamentos e suprimentos  correlat;47;107;60;47
913;tinta base de agua 18 litros 141031004882017; tinta base agu;47;44;15;29
961;tubo pvc 63 pn 750 kpa agua fria predial 110 mm solda; tubo nao metalico para uso em subsol;47;53;37;16
969;tubos nao metalicos rigidos  materiaprima pvc tipo roscavel diametro 34 polegada aplicacao rede de agua comprimento 6 metr; servicos de  arrendamento  mercantil operacional ou locacaode maquinas e equipamentos sem oper;47;122;95;27
41;1265 te soldavel pvc 90 graus50 mm para agua fria predial nbr 5648; sistema de termometria para grao agricola   portatil  informatizado ;46;66;69;-3
65;7975  tubos nao metalicos rigidos  materiaprima pvc tipo colavel diametro 12 polegada aplicacao rede agua comprimento 06 metros medidas em metro corr; maquinas especializadas para fabricacao de recipientes metalicos e equipamentos correlat;46;149;89;60
157;agua mineral garrafa plastica de 600 ml s gas fardo com 12 unidades tipo yara similar equivalente ou de melhor qual; recipientes para coleta de materiais perigosos materiais  eequipamentos de limp;46;115;80;35
180;agua oxigenada 10 volumes 1000ml 572271; agua adicionada com s;46;39;22;17
183;agua oxigenada 1000 ml   570100164; agua adicionada com s;46;34;22;12
252;bebedouro de agua mineral capacidade de xicarasagua em litros 03 litros hora de agua gelada  de acordo com abnt nbr 13972 opcoes de temperatura bivolt; servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil;46;150;97;53
331;bomba de agua   patrol 319    4891252 bomba de agua   patrol 319    4891252; camara de filmagem  poco  agua  petroleo ;46;75;42;33
436;cera liquida  incolor leitoso  composicao a base de agua carnauba e resinas metalizadas  antiderrapante  impermeabilizante  cx c 12 lat; maquinas especializadas para fabricacao de recipientes metalicos e equipamentos correlat;46;135;89;46
451;cola branca liquida a base de agua nao toxica 40grs  acrilex bic faber castell scotch ou superior  ; combinacao de maquinas de gravacao e reproducao desom para uso em escritori;46;99;76;23
457;composicao representativa do servico de instalacao de tubos de pvc soldavel agua fria dn 50 mm instalado em prmada incluisve conexoes cortes e ficacoes para predios   af 102015; servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o;46;176;108;68
460;conjunto de bomba submersa 5 hp trifasico 220 v  ou similar  vazao ate 12000 lts d'agu; conjunto de bomba de oleo de motor a gasolin;46;86;45;41
468;copo descartavel para agua branco transparente em polietireno obedecendo as normas da abnt 14865 capacidade 50 ml pacote com 100 un; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;46;131;95;36
576;garrafa term de rosca 5 litros corpo em polipropilenoconforme nbr13282 com alca cafe e agu; carro trator de tracao  uso em plataforma de estacao ferrovi;46;90;61;29
596;item 5542 interligacoes da ete  servicos  escavacao mecanica de valas solo com agua profundidade maior que 150 m ate 400 m; servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr;46;122;105;17
610;joelho 90gr de pvc rigido soldavel com bitola de 50mm na cor marron para ser utilizada em instalacao predial de agua fr; servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil;46;119;97;22
621;joelho pvc soldavel 90 de40 mm agua de acordo com abnt nbr 564899; caixa d'agua de aco com colun;46;65;30;35
676;luva correr pvc sold pagua fria predial 50 mm  00003847; corrente do cd para impressora off  set;46;55;40;15
689;luvas em latex 100% natural resistente com tensao de ruptura minima atestado ao padrao aql 15 totalmente impermeavel a agua e outros fluidos t; haste lateral sistema de pre  aquecimento  de  cilindro de motor a gasolin;46;142;75;67
743;papel fotografico autoadesivo premium 130gm2 a4 a prova d agua secagem instantanea pacote com 20 folh; servico de perfuracao de pocos de agua e instalacoes de sistemas sep;46;101;69;32
744;papel timbrado 4x0 cores com marca d agua papel compativel ou similar com sulfite 75 gramas folhas avuls; sistema de controle de fumaca de sistema de combustivel de aeronav;46;104;67;37
746;pera d agua  meepp municipio  de tamanho medio cor uniformes firme sem ferimentos eou danos fisicos provenientes do manuseio ou transporte peso medio 130g cada meepp municipi; servicos de manufatura em insumos fisicos que sao propriedade de outrosexceto maquinaria e equip;46;174;97;77
749;pessego em calda pessego em calda composto por pessegos frescos em metades agua acucar xarope de glicosefrutose acondicionados em lata de 450 gr; maquinas especializadas para fabricacao  de  semicondutorescircuitos microeletronicos e placas de c;46;144;100;44
777;reagente quimico solucao de spands sem arsenito para analise de fluor em agua prazo de validade maior ou igual a 1 ano frasco 500ml com certificado de rastre; equipamento especializado para oficina de manutencao e reparo de material de controle de tir;46;157;93;64
787;refrigerante de cola  composto de agua gaseificada acucar extrato de noz de cola cafeina corante caramelo iv acidulante ins 338 e aroma nat; servicos de agenciamento de transporte de carga e outros servicos auxiliares de transport;46;139;90;49
821;sabao em barra composicao sabao de acido graxo de cocobabacu sabao de graxos de sebo sabao de acido de soja cloreto de sodio glicerina silicato de sodio e agu; servicos de promocao e apresentacao relacionados as artes cenicas e outros espetaculos ao v;46;158;92;66
830;selador  aplicacao fundo preparador para parede cor incolor acabamento transparente composicao emulsao acrilica modificada a base de agua utilizacao uso interno e extern; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;46;169;111;58
857;suco da polpa de caju sem acucar diluido em agua acondicionado em garrafa contendo 500 ml rendimento minimo de 05 litros  srp  48201458861; componente de sistemas de condicionamento  de  ardo aquecimento e de pressurizaca;46;138;82;56
888;te de reducao pvc soldavel 90 graus 50 mm x 25 mm para agua fria pred; componente de rodeiro para vagao ferroviari;46;69;44;25
891;te pvc agua fria  roscavel e soldavel 25x20mm ou 34 x12; para  raios acima de 242kv;46;55;27;28
911;tinta acrilica vermelha    tinta  acrilica  vermelha  37ml atoxica     soluvel     em     agua secagem rap; maquina duplicadora a tinta  papel termo sensivel  master ;46;106;59;47
912;tinta acrilica vermelha    tinta  acrilica  vermelha  37ml atoxica     soluvel     em     agua secagem rapida  ; maquina duplicadora a tinta  papel termo sensivel  master ;46;111;59;52
929;tinta para almofada de carimbo tubo c 40ml na cor preta pode ser usado em todos os tipos de almofada composicao quimica especial tinta a base de agu; servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr;46;148;105;43
930;tinta para carimbo para todos os tipos de almofadas composicao quimica especial tinta a base de agua conteudo 42ml cor vermelho ; servicos do comercio por atacado prestado por comissao ou   por contratode bens de consumo divers;46;128;98;30
950;tubo de pvc para agua fria dn 20de 25 mm soldavel fabricado de acordo com nbr 5648classe 15  6 metr; equipamento especializado para oficina de manutencao e reparo de material de controle de tir;46;99;93;6
975;uniao pvc sold pagua fria predial 20mmun 00009905; unidade especial para trabalho em sonda  utility units ;46;49;56;-7
976;valvula de retencao em bronze de 3 polegada horizontal para agua com pressao de trabalho de 300 psi extremidades com rosca bsp; cartao com microtubo com gel para tiragem sanguinea pesquisa e determinacao de anticorp;46;126;88;38
35;021400007000005   servicos de buffetdescricao contratacao de empresa especializada para prestacao de servicos alimentacao tipo caldos sem bebida alcoolica cardapio agua mineral 03 tipos de sucos naturais acido semi acido e nao acido refrig; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;45;239;116;123
48;115086  portal de madeira macica conforme abnt nbr 159302011 para pintura com tinta a base d'agua para porta de 100x210m; barra de aco carbono  para  construcao  mecanica acima de 50m;45;120;62;58
95;agua  sanitaria  embalagem de 01 litro composicao hipoclorito de sodio cloreto de sodio e agua teor cloro ativo 20% a 25%  melhor qualidade ; unidades de propulsao explosiva a combustivel solido de veiculos espaciais e misseis guiados e s;45;140;97;43
98;agua bi destilada 10ml cx c  200 amp 150192; alambique destilador de agu;45;43;28;15
140;agua mineral sem gas  embalagem plastica de 500 ml  com validade minima de 10 meses e data de envase nao superior a 60 d; servicos gerais de construcao de tubulacoeslinhas de comunicacao e de energia de longa distanc;45;120;95;25
162;agua mineral s gas 500ml  c24unid agua mineral s gas 500ml  c24unid; terminal de leitura   cartao inteligente  smart card ;45;67;54;13
164;agua mineral sgas 500ml fardo com 12 garrafas  agua mineral sgas 500ml fardo com 12 garraf; suporte garrafao de agua nao refrigerado com  torn;45;90;51;39
184;agua oxigenada a 10   frasco com 1 litro  agua oxigenada a 10   frasco com 1 litr; suporte garrafao de agua nao refrigerado com  torn;45;81;51;30
201;agua sanitaria  solucao aquosa a base de hipoclorito sodio ou calcio  teor de cloro ativo 2%pp  a 25%pp  acondicionado em frasco plastico opaco de 1 lt56; servicos de impressao e de reproducao por meios de gravacaocomissionado ou por contrat;45;153;87;66
220;agua sanitaria hipoclorito de sodio e agua principio ativo hipoclorito de sodio teor de cloro ativo 20% a 25% pp frasco de 2 litros validade minima 12 meses a partir da data de entreg; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;45;183;116;67
240;assentamento tubo pvc com junta elastica dn 50 mm  ou rpvc ou pvc defofo ou prfv  para agu; equipamentos para comunicacao por radio e televisao para aeronav;45;90;65;25
283;bloco de notas em tamanho a5 papel branco gramatura 90 gramas marca d'agua preto e branco com 10 folhas c; conjunto de instrumento  suprimento para tratamento de ferido em combat;45;105;72;33
286;blusa cinturada com tiras para amarrar atras  gola v e manga japonesa  bolso frontal em tecido cretone linhol verde agua  tamanho p  m e g; reboque especial de construcao para rocha   transportador basculante do tipo fora de estrada ;45;138;94;44
297;bola de volei circunferencia 6567 cm peso 260280 gramas em microfibra sem costura miolo substituivel e zero absorcao de agu; elemento injetor de combustivel para bomba injetora de combustivel de motor diesel;45;123;83;40
341;bota de unna bandagem impregnada com pasta a base de oxido de zinco goma acacia glicerol oleo de ricinio e agua deionizada 75cm x 6cm318527; unidades de propulsao explosiva a combustivel solido de veiculos espaciais e misseis guiados e s;45;139;97;42
438;cera liquida para piso principio ativo carnauba composicao basica parafina emulsificante conservante agua e sem perfume teor nao volateis min; maquinaria especializada para armamento e municao e  equipamento correlat;45;141;74;67
453;cola escolar 250gr a base de agua lavav  00200201711; disco para serra de fita para m;45;52;32;20
477;corretivo a base de agua  lavavel atoxico e inodoro igual ou superior a marca toque magico faber castell ou bic enviar amostr; combinacao de maquinas de gravacao e reproducao desom para uso em escritori;45;125;76;49
506;disco  refrigerado    a  agua      diamantado com   furo   de    20mm        para     corte   de c; servicos gerais de construcao de instalacoes ao ar livre    para desportos e laz;45;98;81;17
516;envelope medio timbrado com logo e marca d'agua coloridas 4 cores  185 x 25 cm1853; anel sincronizador caixa de marcha  veiculo a    utomo;45;82;55;27
553;fita de empacotamento transparente 45mm x 45m  composicao dorso de filme de polipropileno biorientado coberta com adesivo acrilico a base de agu; componente mecanico   veiculo de controle  remotode manipulacao de carga explos;45;144;80;64
563;fornecimento e assentamento de tubo pvc rigido soldavel agua fria dn 40 mm 114 inclusive conexoes hidtub020; equipamentos para destilacao de agua para  uso  maritimo  eindustr;45;107;67;40
724;motobomba submersa acoplada em motor eletrico lubrificado a agua com 20 estagios para pocos de 4 potencia de 3 cvmonofasica 2; maquina e aparelho para selecionar peneirar ou separar produtos de ceramica e concret;45;125;86;39
822;sabao em tablete composicaoglicerina  sais inorganicos  coadjulvantes  pigmento e agua  200 gramas  embalagem contendo 05 unidades e notificacao da anvis; licenciamento  de direitos  permanentes  sobre  programas decomputador e locacao de softw;45;153;90;63
889;te de servico integrado articulado com 02 parafusos para ramais prediais de polietileno de de32mm derivados de tubulacao da rede de distribuicao de agua de pvc dn100mm de110mm; servicos relacionados com a producao de filmes cinematograficos de televisao e programas de radi;45;175;97;78
894;te pvc rigido soldavel 50mm fabricacao conforme nbr 5648 com diametro nominal de 50mm na cor marron para ser utilizada em instalacao predial de agua fr; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;45;151;95;56
936;tinta plastica composto de resina de pva agua aditivos carga conservante tipo benzotiazol e pigmentos pra aplicacao em papel cartolina gesso ceramica etc na cor azul frascos de 37ml c; servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat;45;183;110;73
25;005824 curva 50 mm ll p agu; cuba de marmore para p;44;27;23;4
47;11342  bucha de reducao  materiaprima pvc diametro nominal 112 x 34 polegadas tipo roscavel aplicacao para rede de agu; reboque especial de construcao para rocha   transportador basculante do tipo fora de estrada ;44;118;94;24
132;agua destilada uso odontologico tipo nao esteril com volume de  05  litros na embalagem devera constar a data fabricacao validade e o numero do lote do produt; servicos do comercio por atacado prestado por comissao ou   por contratode bens de consumo divers;44;158;98;60
182;agua oxigenada 10 volumesfrasco contendo 1000ml registro na anvisa apresentar folder validade minima de 24 meses a partir da data de entreg; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;44;139;95;44
215;agua sanitaria com 1000 ml 170675004351083; agua adicionada com s;44;42;22;20
224;alcool saneante 70% frasco de 1 litro alcool etilico hidratado na concentracao de 70 inpm 70 % em peso diluido em agua deionizada indicado como antisseptico topico para ser usado na pel; controle giroscopico  direcional  para  superficieacionado por sistema hidraulico para aeronav;44;185;95;90
228;almofada tintada almofada tintada para carimbo no 03 com tecido de longa duracao em estojo com tampa plastica medias 67cm composicao resina agua glicois e corantes na cor azul; maquinas especializadas para fabricacao  de  semicondutorescircuitos microeletronicos e placas de c;44;175;100;75
282;bisnaga de corante liquido  50 ml pigmento corante de alto poder de tingimento e resistencia para colorir tintas base d'agua  rendimento aproximadamente ate 1 bisnaga por galao de 36 litros de tinta  cor amarel; equipamento especializado para oficina de manutencao e reparo de material de controle de tir;44;210;93;117
319;bomba d'agua   ford currier para ford currier l 16 total flex 20102010; bomba manual de encher pneu  veiculo automo;44;70;44;26
425;canudo plastico flexivel para agua ou suco 21cm x 6mm branco  pct com 100 unidades embalado individ; carro trator de tracao  uso em plataforma de estacao ferrovi;44;99;61;38
434;carro para limpeza construido em polipropileno com balde espremedor de 30 litros kits de limpeza liquido e po placa de sinalizacao pa balde espremedor com divisao de agua limpa e suj; instrumentos para medicao de fluxo de liquido e  gas  nivelde liquidos e de movimentos mecan;44;182;93;89
484;corretivo liquido material a base de agua secagem rapida frasco c 18 ml cx com 12 un  marca de referencia faber castel bic maripel; servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz;44;130;103;27
503;detergente 500ml  com tensoativos anionicos sequestrante derivados de isotiazolinonas espessante corante fragrancia e agua componente ativo lin; servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz;44;143;103;40
527;ferro a vapor com lampada piloto spray vapor vertical reservatorio de agua de 270 ml visivel seletora de intensidade de vapor potencia de 1200w consumo de 96 kwh tensao 110v; servicos do comercio por atacado prestado por comissao ou   por contratode bens de consumo divers;44;173;98;75
538;filtro de combustivel separador de agua no 158437 motor cumins chassi n7ah13654 maquina marca retroescavadeira pa carregadeira case modelo 580m ano 2007; filtro de combustivel para bomba injetora   motordiesel;44;152;56;96
554;fixador celular 100ml composicao alcool etilico polietileno clicol agua purificada e propelente butano para fixar o esfregaco celular na lamin; filtros de ar e de oleo elementos filtrantes purificadores de motores de aeronav;44;142;81;61
559;folha timbrada tamanho a4  75gm2  com logo e marca d'agua coloridas 4 cores2322; transmissao maritima com tipo de engrenagem de  reducao e reversa;44;79;66;13
575;garrafa para agua em vidro transparente liso em formato retangular medindo aproximadamente 18 x 8 x 23 cm capacidade 15 litros tampa com mecanil; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;44;144;95;49
593;item 1 caminhao pipa 6000 l peso bruto total 13000 kg distancia entre eixos 480 m potencia 189 cv inclusive tanque de aco para transporte de agua capacidade 6m3; caminhao especial de construcao para transporte de terr;44;160;56;104
594;item 22012 colilert substrato cromogenico enzimatico metodo rapido para deteccao de coliformes totais e escherichia coli em agua com confirmacao em 24 h; equipamento especializado para oficina de manutencao e reparo de material de controle de tir;44;152;93;59
607;joelho 90 graus com bucha de latao pvc soldavel dn 25mm x 12? instalado em ramal ou subramal de agua  fornecimento e instalacao af_122014 ; variador de velocidade  motor   ventilador  bomba  acionamento regula;44;138;70;68
608;joelho 90 graus com bucha de lataopvcsoldaveldn 25 mmx 12 instalado em ramal ou subramal de aguafornecimento e instalacao  af_122014 vila un; servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz;44;140;103;37
612;joelho 90o pvc soldavel  azul c bucha de latao  agua fria  nbr 5648   25 x   ; espoleta ogiva mecanica  anti  carro    eom   fac ;44;77;51;26
667;locacao de estruturas  locacao de palco em estrutura de aluminio q30 ou q50 em formato de  duas  ou  uma  agua tamanho 08 x 06 m  di; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;44;132;111;21
679;luva de pvc rigido soldavel 20mm fabricacao conforme nbr 5648 com diametro nominal de 20mm na cor marrom para ser utilizada em instalacao predial de agua fr; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;44;156;95;61
709;marcador para escrita em lamina de retroprojetor com ponta de 20 mm resistente a agua lavavel em alcool nas cores preta azul vermelha cx com 12 un; servicos de impressao e de reproducao por meios de gravacaocomissionado ou por contrat;44;146;87;59
739;pao frances unidades de 50g preparado com farinha de trigo especial acucar leite sal e agua com casca de cor uniforme castanhodourado macia miolo de cor brancocreme de textura macia e granulacao fina entrega di; equipamento especializado para oficina de manutencao e reparo de material de controle de tir;44;210;93;117
902;tenda balcao 3 x 3m  chapeu de bruxa com calha para escorrimento de agua  com cobertura em lona auto extinguivel  anti  chama  na cor branc; maquina e aparelho para selecionar peneirar ou separar produtos de ceramica e concret;44;139;86;53
908;tinta acrilica 120 g vermelho  soluvel em agua atoxica tinta acrilica 120 g vermelho  soluvel em agua atox; resistencia  fusivel de ceramica  bobina de ignicao  veiculo automo;44;106;68;38
918;tinta guache  composicao resina viniculaaguapigmentocargas e conservante  cor rosa  aplicacao pintura a pincel em papelcartao e cartolina frasco c250 ml; servicos gerais de construcao de instalacoes ao ar livre    para desportos e laz;44;152;81;71
924;tinta guache composicao resina viniculaaguapigmentocargas e conservantes cores variadas aplicacao pintura a pincel em papelcartao e cartolina frasco c250ml; servicos gerais de construcao de instalacoes ao ar livre    para desportos e laz;44;155;81;74
933;tinta para tecido cor verde folha a base de resina acrilica nao toxicas e soluveis em agua prontas para uso resistente a lavagens fixacao a frio 250 ml; servicos de promocao e apresentacao relacionados as artes cenicas e outros espetaculos ao v;44;151;92;59
36;021900001700112  joelho 90 graus com bucha de latao pvc soldavel dn 25mm x 12 instalado em ramal ou subramal de agua  fornecimento e instalaca; variador de velocidade  motor   ventilador  bomba  acionamento regula;43;142;70;72
49;128375  desinfeccao e limpeza de 08 caixas d'agua de 1000 litros local em maria aparecida brandao vieira endereco avenida santa rita 90 santa rit; aquecedor de agua ate 100 galoes de capacidade de recuperaca;43;145;61;84
67;83 composicao representativa do servico de instalacao de tubos de pvc soldavel agua fria dn 25 mm instalado em ramal subramal ramal de distribuicao ou prumada inclusive conexoes cortes e fixacoes para predios af_102015; servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o;43;218;108;110
69;89366 sinapi joelho 90 graus com bucha de latao pvc soldavel dn 25mm x 34? instalado em ramal ou subramal de agua  fornecimento e instalacao af_122014; variador de velocidade  motor   ventilador  bomba  acionamento regula;43;150;70;80
70;89522  joelho 90 graus  joelho 90 graus pvc serie r agua pluvial dn 75 mm junta elastica fornecido e instalado em ramal de encaminhamento af_122014; servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil;43;147;97;50
78;adaptador de caixa d agua 50mm  adaptador soldavel com anel para caixa d agua feito com pvc de alta durabilidade qualidade superior a tigre ou amanc; equipamento especializado para oficina de manutencao e reparo de material de controle de tir;43;148;93;55
91;adocante dietetico aspecto liquido transparente constituido de agua edulcorantes artificiais sacarina sodica ciclamato de sodio com bico dosador frasco com 200ml; unidades de propulsao inertes a combustivel solido de veiculos espaciais e misseis guiados e seus c;43;161;100;61
185;agua oxigenada a 10 volumes 150216035737009; agua adicionada com s;43;43;22;21
311;bomba d agua  14   micro lo 712 mb 2005  hmg 6784  educacao  lote 14; cabeca de guerra  anti  carro  cab  ac ;43;68;40;28
400;caixa de revelacao de filmes radiograficos odontologicos camara escura contendo recipientes com  tampa para agua revelador e fixador confeccionada em material de facil limpeza e passivel de desinfecca; servicos relacionados com a producao de filmes cinematograficos de televisao e programas de radi;43;200;97;103
408;calculadora protecao contra agua e poeira 12 digitos tipo mesa conformidade com a iec 60529 ip 54 34h x 139w x 1875dmm  acao soc; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;43;128;95;33
421;caneta p  quadro branco  na cor azulponta 2 0mm  para escrita em acetato  tinta a base de alcool com secagem rapida e resistente a agua e umidade  ideal para transparncias 17851; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;43;177;95;82
447;cloro super forte com teor de cloro ativo de 39 a 56  pp composicao  hipoclorito de sodio corante e agua o rotulo deve conter data de validade dados do fabricante principio ativo composicao do produto e conteudo liquido com validade min; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;43;236;116;120
448;coffee break  fornecimento de coffee break considerando evento com preco por pessoa cafe leite agua 2 tipos de suco 2 tipos de refrigerantes  1 dietetico  3 tipos de biscoitos finos pao de metro cesta de paes variados torradas 3 tipos d; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;43;236;116;120
487;creme hidratante para o corpo embalagem com 500 ml composicao agua alcool cetoestearilico oleo mineral vaselina solida ureia dimeticona 20010; painel de papelao papel empregado em construcao e materiaisde isolamento term;43;141;78;63
510;ducha higienica com registro para controle de fluxo de agua 12  fornecimento e instalacao unidade b ducha higienica com registro para controle de fluxo de agua 12ss  fornecimento e instalacao unidade basica de saudesss; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;43;218;95;123
574;garrafa de agua squeeze  garrafa de 500 ml cores sortidas altura 20 cm largura 65 cm comprimento65 cm peso 180 g; combinacao de maquinas de gravacao e reproducao desom para uso em escritori;43;112;76;36
581;gol 16 04 portas geracao v ano 2012 e modelo 2013  placa hlf9718 tampa reservatorio de agua ; outros servicos de transporte rodoviario de carg;43;92;49;43
592;item 1580 corretivo liquido para papel a base de agua frasco com 18 ml alta qualidade  igual ou superior ao toque magico caixa com 12 un; servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil;43;136;97;39
609;joelho 90 graus pvc soldavel dn 25mm instalado em ramal ou subramal de agua  fornecimento e in joelho 90 graus pvc soldavel dn 25mm instalado em ramal ou subramal de agua  fornecimento e instalaca; servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o;43;196;108;88
620;joelho pvc soldavel 45deg 32 mm para agua fria predial joelho pvc soldavel 45deg 32 mm para agua fria pred; aparelho de tracao para locomotiva e vagao ferroviari;43;106;54;52
639;limpeza e conservacao  controle de pragas desinsetizacao desratizacao descupinizacao limpeza e higienizacao de caixas e reservatorios de agua desalojamento de pombos e morcegos  cec centro comunitario de educacao e cidadania rua visconde d; servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o;43;239;108;131
717;massa corrida lata de 18 litros na cor branca com rendimento ate 80 m2 por demaocomposicao resina vinilica cargas minerais hidrocarbonetos alifaticos espessantes microbicidas nao metalicos e agu; servicos de promocao e apresentacao relacionados as artes cenicas e outros espetaculos ao v;43;194;92;102
718;massa corrida metodo aplicacao com espatula e desempenadeira composicao basica resina acrilica solubilidade agua aplicacao imperfeicao superficie externa e interna para pintura lata de 18 litr; equipamento especializado para oficina de manutencao e reparo de material de controle de tir;43;192;93;99
786;refrigerante composto de extrato de guarana agua gaseificadaacucarextrato de semente de guaranacorantes artificiais livre de sujidades parasitas e larvas acondicionado em garrafa pet de 2 litros marca sugerida antarc; servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil;43;216;97;119
794;refrigerante tipo guarana  02 litros  refrigerante em garrafa pet  tipo guarana embalagem com 02 litros  agua gaseificada com aroma natural de guarana nao alcool; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;43;161;111;50
823;sabao enzimatico  enzima protease enzima lipase enzima alfa amilase nonilfenol etoxilado 95 eo alcool isopropilico estabilizantes corante essencia conservnte e agua deionizada ; maquinas especializadas para fabricacao  de  semicondutorescircuitos microeletronicos e placas de c;43;176;100;76
865;suco em po abacaxi sache 25 g adocado 1 lt suco em po abacaxi sache 25 g adocado 1 lt e tenha especificado em sua embalagem bater com agua ou leit; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;43;146;111;35
921;tinta guache colorida atoxica lavavel soluvel em agua composicao polimero vinilico carga mineral tensoativos conservantes e pigmento caixa com 06 unidades de 15 ml cada um; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;43;171;95;76
923;tinta guache composicao resina viniculaaguapigmentocargas e conservantes  aplicacao pintura a pincel em papelcartao e cartolina frasco c250ml   cores vari; vagao construido especialmente para servico pesado  transporte de minerio e pedr;43;154;81;73
955;tubo em pvc25mm6msoldavel rigido para agua fria  fabricacao conforme nbr 5648  com diametro nominal de 25mm  na cor marron  para ser usado em instalacoes prediais  medindo 06 metr; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;43;179;116;63
967;tubo pvc soldavel dn 50mm x 6m para agua fria nbr5648 42256; componente de rodeiro para vagao ferroviari;43;59;44;15
16;127843372212  limpeza  de caixa d agua  limpeza de caixa d?agua 2000 litros realizar a limpeza desinfeccao com a solucao de hipoclorito de sodio naclo a 25% conforme norma dos orgaos compet; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;42;189;111;78
92;adocante frasco de 100 ml  adocante liquido com os seguintes ingredientes agua sorbitol edulcorantes artificiais ciclamato de sodio e sacarina sodica conservantes acido benzoico metilparbeno valor calorico 0007kcal 0 carboidrat; servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat;42;227;110;117
243;bacia plastica transparente 86 l  com bico direcionador de agua escala medidora de volume e pega anatomica e segura feita em plastico resistente e com um design moderno capacidade 86 lt; equipamento especializado para oficina de manutencao e reparo de material de controle de tir;42;185;93;92
278;biscoito sequilhos com amido de milho acucar cristal agua farinha de trigo enriquecida com ferro e acido folico margarina de palma leite em po integral ovo integral em po fermentos quimicos sal aroma identico ao natural de baunilh; servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o;42;230;108;122
299;bola lisa para propriocepcao de coracao ideal para   fisioterapia    exercicios de forca  coordenacao e propriocepcao    uso na agua ou piscina  hidroterapia e hidroginastica    melhora a circulacao sanguinea    ideal para mass; controle giroscopico  direcional  para  superficieacionado por sistema hidraulico para aeronav;42;227;95;132
409;caminhao carroceria iveco tector 170 e22 ano 2014 placa pvo1115 chassi 93za1rgh0e8927064radiador de agu; caminhao especial de construcao para transporte de terr;42;103;56;47
